! I stole/borrowed this list from Greg Thompson below at the UCAR RAP site. Thus all credit for making this very long
! list goes to him. I just deleted some headers and rearranged some stuff to improve searchability.
!
! Edited for use in ClimoBuilder by: Warren Pettee
!
! Original Content:
!
! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,,
,RASHT,OIGG,,40719,3720N,04936E,-13,X,,T,,,,7,IR
,KERMANSHAH,OIGK,,,3417N,04707E,1322,X,,,,,,7,IR
,HAMADAN,OIHH,,,3452N,04833E,1757,X,,,,,,7,IR
,ARAK,OIHR,,40769,3408N,04951E,1658,X,,,,,,7,IR
,TEHRAN/MEHRABAD,OIII,,40754,3541N,05118E,1191,X,,T,,,,6,IR
,GHAZVIN,OIIK,,40731,3615N,05003E,1278,X,,,,,,7,IR
,KARAJ/PAYAM,OIIP,,,3547N,05050E,1271,X,,T,,,,7,IR
,GHOM/QOM,OIIQ,,,3438N,05053E,928,X,,,,,,7,IR
,SEMNAN,OIIS,,40757,3523N,05340E,1115,X,,,,,,7,IR
,BANDARABBASINT,OIKB,,40875,2713N,05622E,10,X,,T,,,,6,IR
,KERMAN,OIKK,,40841,3015N,05658E,1754,X,,T,,,,6,IR
,BAM,OIKM,,40854,2905N,05827E,985,X,,,,,,7,IR
,MINAB,OIKO,,,2708N,05706E,27,X,,,,,,7,IR
,GHESHM/DAYRESTAN,OIKQ,,,2645N,05554E,12,X,,,,,,7,IR
,BIRJAND,OIMB,,40809,3254N,05917E,1491,X,,,,,,7,IR
,TORBAT-HEYDARIEH,OIMH,,40762,3516N,05913E,1333,X,,,,,,7,IR
,MASHHAD(AFB/CIV,OIMM,,40745,3614N,05937E,980,X,,T,,,,6,IR
,BOJNOURD,OIMN,,40723,3729N,05718E,1074,X,,,,,,7,IR
,KASMAR,OIMQ,,,3514N,05828E,1140,X,,,,,,7,IR
,SABZEVAR,OIMS,,40743,3610N,05736E,941,X,,,,,,7,IR
,TABAS,OIMT,,40791,3340N,05655E,711,X,,,,,,7,IR
,KALALEH,OINE,,,3723N,05527E,130,X,,,,,,7,IR
,GORGAN,OING,,40738,3654N,05424E,155,X,,T,,,,7,IR
,GONBADGHABUS,OINK,,,3715N,05506E,33,X,,,,,,7,IR
,NOSHAHR,OINN,,,3640N,05128E,-19,X,,,,,,7,IR
,RAMSAR,OINR,,40732,3653N,05040E,-20,X,,,,,,7,IR
,SARYDASHTENAZ,OINZ,,,3638N,05312E,11,X,,T,,,,7,IR
,ABADEH,OISA,,40818,3102N,05247E,2004,X,,,,,,7,IR
,FASA,OISF,,40859,2854N,05343E,1383,X,,,,,,7,IR
,SHIRAZ(CIV/AFB),OISS,,40848,2931N,05234E,1491,X,,T,,,,6,IR
,KHOY,OITK,,40703,3825N,04459E,1107,X,,,,,,7,IR
,ARDABIL,OITL,,,3820N,04825E,1316,X,,T,,,,7,IR
,ORUMIEH,OITR,,40712,3740N,04504E,1312,X,,T,,,,6,IR
,SAGHEZ,OITS,,40727,3615N,04616E,1493,X,,,,,,7,IR
,TABRIZ(IRAN-AB/C,OITT,,40706,3808N,04614E,1361,X,,T,,,,6,IR
,ZANJAN,OITZ,,40729,3646N,04822E,1663,X,,,,,,7,IR
,YAZD,OIYY,,40821,3154N,05417E,1236,X,,T,,,,7,IR
,ZABOL,OIZB,,40829,3106N,06133E,489,X,,,,,,7,IR
,CHAHBAHAR(IR-A,OIZC,,40898,2527N,06023E,6,X,,T,,,,7,IR
,ZAHEDANINTLARP,OIZH,,40856,2928N,06055E,1370,X,,T,,,,6,IR
,IRANSHAHR,OIZI,,40879,2714N,06043E,591,X,,,,,,7,IR
,JASK,OIZJ,,40893,2539N,05748E,4,X,,,,,,7,IR
,ABUMUSAISLAND,OIBA,,,2553N,05502E,7,X,,,,,,8,IR
,JAMAIRPORT,OIBJ,,,2749N,05221E,663,X,,,,,,8,IR
,PERSIANGULFAPT,OIBP,,,2723N,05244E,9,X,,,,,,8,IR
,KHARKISLAND,OIBQ,,,2916N,05019E,6,X,,,,,,8,IR
,SIRRIISLAND,OIBS,,,2554N,05433E,14,X,,,,,,8,IR
,LAVANISLAND,OIBV,,,2649N,05321E,24,X,,,,,,8,IR
,ILAMAIRPORT,OICI,,,3335N,04624E,1343,X,,,,,,8,IR
,MALAYERAIRPORT,OIHM,,,3417N,04849E,1726,X,,,,,,8,IR
,IMAMKHOMEINI,OIIE,,,3525N,05109E,1008,X,,T,,,,8,IR
,RAFSANJAN,OIKR,,,3018N,05603E,1615,X,,,,,,8,IR
,SARAKHS,OIMC,,,3630N,06104E,288,X,,,,,,8,IR
,GONABAD,OIMD,,,3423N,05838E,1100,X,,,,,,8,IR
,BABOLSAR,OINB,,,3643N,05239E,-15,X,,,,,,8,IR
,LARAIRPORT,OISL,,,2740N,05422E,805,X,,,,,,8,IR
,LAMERDAIRPORT,OISR,,,2722N,05312E,408,X,,,,,,8,IR
,YASOUJAIRPORT,OISY,,,3042N,05133E,1811,X,,,,,,8,IR
,SAHANDAIRPORT,OITM,,,3721N,04609E,1340,X,,,,,,8,IR
,MAKOUAIRPORT,OITU,,,3920N,04426E,1364,X,,,,,,8,IR
,QUEENALIAINTL,OJAI,,40272,3143N,03600E,730,X,,T,,,,6,JO
,AMMAN/KINGABDUL,OJAM,,40270,3158N,03558E,773,X,,T,,,,6,JO
,AQABAINTLAIRPO,OJAQ,,40340,2937N,03501E,51,X,,T,,,,6,JO
,IRBID(MET),OJBD,,40255,3232N,03551E,619,X,,,,,,7,JO
,HOTEL-5'SAFAWI',OJHF,,40260,3212N,03707E,670,X,,,,,,7,JO
,HOTEL-4'IRWAISH,OJHR,,40250,3230N,03812E,688,X,,,,,,7,JO
,MAFRAQ(JOR-AFB),OJMF,,40265,3222N,03615E,687,X,,,,,,7,JO
,MA'AN,OJMN,,40310,3010N,03546E,1070,X,,,,,,7,JO
,KUWAITINTL(MIL,OKBK,,40582,2913N,04758E,55,X,,T,,,,6,KW
,BEIRUT(CIV/MIL),OLBA,,40100,3349N,03528E,19,X,,T,,,,6,LB
,ABUDHABIINTL,OMAA,,41217,2425N,05438E,27,X,,T,,,,6,AE
,BUHASA,OMAB,,,2337N,05322E,94,X,,,,,,7,AE
,ABUDHABI/BATEEN,OMAD,,41216,2425N,05428E,3,X,,T,,,,7,AE
,ALHAMRAAUX,OMAH,,,2405N,05228E,16,X,,,,,,8,AE
,ALAININTNLARP,OMAL,,41218,2415N,05536E,262,X,,T,,,,6,AE
,DUBAIINTLAIRPO,OMDB,,41194,2515N,05522E,5,X,,T,,,,6,AE
,DELMAISLAND,OMDL,,,2430N,05220E,25,X,,,,,,6,AE
,ALMINHADAIRB,OMDM,,,2502N,05522E,51,X,,,,,,8,AE
,DUBAIALMAKTOUM,OMDW,,,2454N,05510E,25,X,,T,,,,8,AE
,FUJAIRAHINTLAR,OMFJ,,41198,2506N,05619E,28,X,,T,,,,6,AE
,RASALKHAIMAH,OMRK,,41184,2537N,05555E,31,X,,T,,,,6,AE
,SHARJAHINTLARP,OMSJ,,41196,2519N,05531E,33,X,,T,,,,6,AE
,BURAIMI(AUT),OOBR,,41244,2413N,05546E,299,X,,T,,,,7,OM
,FAHUD(AUT),OOFD,,41262,2221N,05628E,170,X,,,,,,7,OM
,GHABACENTRAL(PV,OOGB,,,2122N,05702E,135,X,,,,,,7,OM
,HAIMA,OOHA,,,1958N,05616E,122,X,,,,,,7,OM
,IBRA,OOIA,,,2237N,05840E,1100,X,,,,,,7,OM
,IBRI,OOII,,,2316N,05631E,1000,X,,,,,,7,OM
,KHASSAB(MIL),OOKB,,41240,2613N,05613E,3,X,,T,,,,7,OM
,MASIRAH(OM-AFB),OOMA,,41288,2040N,05853E,19,X,,,,,,7,OM
,SEEBINTL/MUSCAT,OOMS,,41256,2334N,05816E,8,X,,T,,,,6,OM
,NIZWA,OONZ,,,2255N,05731E,1900,X,,,,,,7,OM
,SALALAH,OOSA,,41316,1701N,05404E,20,X,,T,,,,6,OM
,SOHARMAJIS,OOSH,,41246,2428N,05637E,4,X,,T,,,,7,OM
,SAIQ,OOSQ,,41254,2304N,05738E,1755,X,,T,,,,7,OM
,SUR,OOSR,,41268,2231N,05928E,14,X,,T,,,,7,OM
,THUMRAIT(OM-AFB,OOTH,,41314,1740N,05401E,445,X,,T,,,,7,OM
,BANNU,OPBN,,,3258N,07031E,404,X,,,,,,7,PK
,BAHAWALPUR,OPBW,,41700,2921N,07143E,120,X,,T,,,,7,PK
,CHITRAL,OPCH,,41506,3551N,07149E,1500,X,,,,,,7,PK
,DERAGHAZI,OPDG,,,2958N,07029E,150,,,T,,,,8,PK
,DERAISMAILKHAN,OPDI,,41624,3149N,07055E,173,X,,,,,,7,PK
,FAISALABADINTL,OPFA,,,3122N,07300E,185,X,,T,,,,6,PK
,GWADAR,OPGD,,,2514N,06220E,29,X,,T,,,,6,PK
,GILGIT,OPGT,,41517,3555N,07419E,1454,X,,,,,,7,PK
,JACOBABAD(CIV/M,OPJA,,41715,2818N,06828E,56,X,,,,,,7,PK
,JIWANI(CAPE),OPJI,,41756,2504N,06147E,57,X,,,,,,7,PK
,KARACHIINTLARP,OPKC,,41780,2453N,06710E,22,X,,T,,,,6,PK
,HYDERABADAIRPOR,OPKD,,41764,2519N,06822E,41,X,,,,,,7,PK
,KALAT,OPKL,,,2901N,06634E,2015,X,,,,,,7,PK
,LAHORE(CIV/MIL),OPLA,,41641,3131N,07424E,217,X,,T,,,,6,PK
,LAHORE/WALTON,OPLH,,41640,3133N,07419E,215,X,,,,,,7,PK
,MIANWALI(CIV/MI,OPMI,,41592,3232N,07131E,212,X,,,,,,7,PK
,MIRANSHAH(CIV/MI,OPMN,,,3258N,07007E,921,X,,,,,,7,PK
,KARACHI/MASROOR,OPMR,,41781,2453N,06655E,16,X,,,,,,7,PK
,MULTAN,OPMT,,41675,3011N,07125E,123,X,,T,,,,7,PK
,NAWABSHAH,OPNH,,41749,2613N,06822E,38,X,,T,,,,6,PK
,ORMARA,OPOR,,,2513N,06437E,2,X,,,,,,7,PK
,PANJGUR,OPPG,,41739,2657N,06408E,1003,X,,,,,,7,PK
,PASNI,OPPI,,41759,2517N,06321E,11,X,,,,,,7,PK
,PESHAWAR(CIV/MI,OPPS,,41530,3401N,07131E,360,X,,T,,,,7,PK
,QUETTA(CIV/MIL),OPQT,,41660,3015N,06656E,1606,X,,,,,,7,PK
,SHAIKHZAID,OPRK,,,2823N,07017E,83,X,,T,,,,8,PK
,ISLAMABAD(CIV/M,OPRN,,41571,3337N,07305E,508,X,,T,,,,6,PK
,RAIFIQUI(PAK-AF,OPRQ,,,3046N,07216E,150,X,,,,,,7,PK
,RISALPUR(PAK-AF,OPRS,,41533,3404N,07158E,317,X,,,,,,7,PK
,SIBI,OPSB,,41697,2933N,06752E,134,X,,,,,,7,PK
,SUKKUR,OPSK,,,2743N,06848E,58,X,,T,,,,7,PK
,SARGODHA(PAK-AF,OPSR,,41594,3202N,07240E,188,X,,,,,,7,PK
,SAIDUSHARIF,OPSS,,41523,3449N,07221E,970,X,,,,,,7,PK
,SIALKOTAIRPORT,OPST,,,3232N,07422E,247,X,,T,,,,8,PK
,TARBELADAM,OPTA,,,3359N,07236E,340,X,,,,,,8,PK
,TURBATNEW,OPTU,,,2558N,06301E,122,X,,,,,,7,PK
,ALKUT,EQBC,,99878,3228N,04545E,20,X,,,,,,6,IQ
,BAGHDAD-SIRSENK,ORBB,,40650,3313N,04413E,34,X,,,,,,7,IQ
,BAGHDADINTL,ORBI,,,3316N,04414E,35,X,,T,,,,3,IQ
,MOSUL(IRQ-AFB),ORBM,,40608,3619N,04308E,223,X,,T,,,,7,IQ
,SADDAM(IRQ-AFB/C,ORBS,,,3316N,04413E,34,X,,T,,,,7,IQ
,ERBILINTL,ORER,,,3614N,04358E,409,X,,T,,,,8,IQ
,BASRAH/MAGAL,ORMM,,40689,3034N,04740E,2,X,,T,,,,6,IQ
,ALNAJAF,ORNI,,,3159N,04424E,53,X,,T,,,,6,IQ
,SHAIBAH/BASRAH,ORMS,,40688,3025N,04738E,19,X,,,,,,7,IQ
,SULAYMANIYAH,ORSU,,,3534N,04519E,761,X,,T,,,,8,IQ
,ALEPPO(CIV/MIL),OSAP,,40007,3610N,03713E,393,X,,T,,,,6,SY
,DAMASCUS(CIV/MI,OSDI,,40080,3325N,03631E,605,X,,T,,,,6,SY
,DEIRZZOR(CIV/M,OSDZ,,40045,3519N,04008E,212,X,,,,,,7,SY
,KAMISHLI,OSKL,,40001,3702N,04112E,455,X,,T,,,,7,SY
,LATAKIA,OSLK,,40022,3524N,03557E,7,X,,T,,,,7,SY
,PALMYRA(CIV/MIL,OSPR,,40061,3432N,03817E,404,X,,,,,,7,SY
,DOHAINTLAIRPOR,OTBD,,41170,2515N,05134E,10,X,,T,,,,6,QA
,ADENINTL,OYAA,,41480,1250N,04501E,3,X,,T,,,,6,YE
,ALGHAIDAH,OYAG,,41398,1605N,05205E,42,X,,,,,,6,YE
,KAMARANISLAND,OYAN,,41430,1522N,04234E,15,X,,,,,,7,YE
,RIYAN,OYAR,,41443,1435N,04915E,25,X,,,,,,7,YE
,ABBS,OYAS,,,1601N,04310E,2000,X,,,,,,7,YE
,ATAQ,OYAT,,41437,1433N,04650E,1039,X,,,,,,7,YE
,AL-BAYDA,OYBI,,,1358N,04534E,1011,X,,,,,,7,YE
,DHAMAR,OYDM,,41434,1432N,04426E,2425,X,,,,,,7,YE
,HODEIDAH,OYHD,,41431,1445N,04258E,115,X,,T,,,,6,YE
,HAJJAH,OYHJ,,41391,1542N,04336E,1760,X,,,,,,6,YE
,IBB,OYIB,,,1358N,04410E,1920,X,,,,,,8,YE
,MARIB,OYMB,,41350,1528N,04519E,1000,X,,,,,,7,YE
,MOKHA,OYMC,,41477,1315N,04407E,3,X,,,,,,7,YE
,MOKHA,OYMK,,41382,1319N,04316E,3,X,,,,,,7,YE
,RMUKALLAINTL,OYRN,,,1440N,04923E,17,X,,T,,,,6,YE
,SA'ADA/SADAH,OYSH,,,1658N,04343E,1890,X,,,,,,7,YE
,SANA'A(CIV/MIL),OYSN,,41344,1529N,04413E,2190,X,,T,,,,6,YE
,SANA'A,,,41404,1522N,04412E,2190,X,,,,,,6,YE
,SOCOTRAISLAND,OYSQ,,41494,1237N,05353E,45,X,,,,,,7,YE
,SAYUN,OYSY,,,1558N,04847E,701,X,,T,,,,7,YE
,TAIZ/GANED,OYTZ,,41466,1340N,04407E,1385,X,,T,,,,6,YE
,AL-HAZM,OYZM,,41326,1611N,04446E,1900,X,,,,,,7,YE
,AL-GHAIDAH,OYGD,,,1611N,05210E,41,X,,,,,,7,YE
,ADENKHORMAKSAR,ODAA,,41467,1249N,04501E,3,Z,,,,,,7,YE
,ALMA-ATA,UAAA,,36870,4321N,07702E,847,X,,T,,,,6,KZ
,UZUNAGAC,UAAN,,36874,4336N,07619E,685,X,,,,,,7,KZ
,ASTANAKAZAKHSTA,UACC,,,5101N,07128E,355,X,,T,,,,6,KZ
,PETROPAVLOVSK,UACP,,,5447N,06911E,142,X,,T,,,,9,KZ
,KOKSHETAU,UACK,,,5319N,06935E,2547,X,,T,,,,8,KZ
,TARAZ,UADD,,,4251N,07118E,665,X,,T,,,,8,KZ
,FRUNZE,UAFF,,38353,4251N,07431E,760,X,,,,,,7,KZ
,CIMKENT,UAII,,38328,4222N,06929E,422,X,,T,,,,7,KZ
,ZHEZKAZGAN,UAKD,,,4742N,06744E,381,X,,T,,,,8,KZ
,KARAGANDA,UAKK,,,4940N,07320E,538,X,,T,,,,8,KZ
,KZYL-ORDA,UAOO,,38062,4442N,06536E,129,X,,T,,,,7,KZ
,URALSK,UARR,,35108,5109N,05132E,38,X,,T,,,,6,KZ
,PAVLODAR,UASP,,,5212N,07704E,125,X,,T,,,,6,KZ
,ARALSK,UATA,,35746,4647N,06139E,56,X,,,,,,7,KZ
,AKTAUKAZAKHSTAN,UATE,,,4352N,05106E,22,X,,T,,,,6,KZ
,ATYRAU,UATG,,,4707N,05150E,-22,X,,T,,,,8,KZ
,CELKAR,UATR,,35633,4751N,05937E,176,X,,,,,,7,KZ
,AKTJUBINSK,UATT,,35229,5015N,05712E,227,X,,T,,,,6,KZ
,KOSTANAY,UAUU,,,5312N,06333E,182,X,,T,,,,8,KZ
,BISHKEK/MANAS,UAFM,,,4304N,07429E,760,Z,,,,,,9,KZ
,OSH,UAFO,OSS,,4036N,07248E,892,Z,,,,,,9,KZ
,BAKU/BINEARPT,UBBB,,37864,4027N,05004E,-6,X,,T,,,,6,AZ
,GYANDZHA,UBBG,,,4044N,04619E,330,X,,T,,,,8,AZ
,LENKORAN,UBBL,,,3845N,04849E,10,X,,T,,,,8,AZ
,NAKHCHIVAN,UBBN,,,3911N,04527E,873,X,,T,,,,8,AZ
,QABALA,UBBQ,,,4049N,04743E,338,X,,T,,,,7,AZ
,ZAKATALY,UBBY,,,4134N,04640E,390,X,,T,,,,8,AZ
,MANAS,UCFM,,,4304N,07429E,633,X,,T,,,,7,KG
,OSH,UCFO,,,4036N,07248E,884,X,,T,,,,7,KG
,TBILISI/NOVO-AL,UGTB,,37549,4140N,04457E,495,X,,T,,,,6,GE
,KOPITNARI,UGKO,,,4211N,04229E,68,X,,T,,,,6,GE
,BATUMI,UGSB,,37484,4137N,04136E,32,X,,T,,,,6,GE
,POTI(PORT),UGSP,,37379,4209N,04140E,3,X,,,,,,7,GE
,TBILISI/NOVO-AL,UGGG,,,4140N,04457E,490,Z,,,,,,9,GE
,MUHRANI,UGMM,,37541,4155N,04434E,551,X,,,,,,7,GE
,YEREVAN/ZAPADNY,UGEE,,37789,4007N,04428E,907,X,,T,,,,6,AM
,SHIRAK,UGEL,,,4045N,04351E,1524,X,,T,,,,8,AM
,SHIRAK,UDSG,,,4045N,04352E,1524,X,,T,,,,9,AM
,ZVARTNOTS,UDYZ,,,4009N,04424E,865,X,,T,,,,7,AM
,USTKAMENOGORSK,UASK,,,5002N,08230E,286,X,,T,,,,8,RU
,YAKUTSK,UEEE,,24959,6205N,12946E,103,X,,T,,,,6,RU
,CULMAN/NERIUGRI,UELL,,30393,5655N,12455E,859,X,,T,,,,6,RU
,POLYARNY,UERP,,,6624N,11202E,509,X,,T,,,,6,RU
,MIRNY,UERR,,,6232N,11403E,347,X,,T,,,,6,RU
,CHOKURDAKH,UESO,,,7038N,14755E,26,X,,T,,,,6,RU
,TIKSI,UEST,,,7142N,12854E,7,X,,T,,,,6,RU
,BLAGOVESHCHENSK,UHBB,,31510,5026N,12725E,195,X,,T,,,,7,RU
,EKIMCAN,UHBP,,31329,5304N,13255E,543,X,,,,,,7,RU
,KHABAROVSK/NOVY,UHHH,,31735,4831N,13511E,72,X,,T,,,,6,RU
,TROICKOE,UHHO,,31655,4927N,13634E,29,X,,,,,,7,RU
,ANADYR',UHMA,,25563,6444N,17744E,62,X,,T,,,,6,RU
,PROVIDENJABAY,UHMD,,25594,6423N,17313W,3,X,,T,,,,7,RU
,CHAYBUKHA,UHMG,,,6150N,16033E,1,X,,,,,,8,RU
,MYSSCHMIDTA,UHMI,,,6854N,17927W,1,,,T,,,,8,RU
,LAVRENTIJA,UHML,,25496,6535N,17100W,9,X,,T,,,,8,RU
,MAGADAN/NAGAEVO,UHMM,,25913,5955N,15043E,118,X,,T,,,,6,RU
,MARKOVO,UHMO,,,6439N,17027E,18,X,,,,,,9,RU
,PEVEK,UHMP,,25051,6947N,17036E,4,X,,T,,,,8,RU
,UGOLNAYABAY/BE,UHMR,,25677,6302N,17919E,1,X,,,,,,7,RU
,NIKOLAEVSK-NA-AM,UHNN,,31369,5309N,14039E,68,X,,T,,,,8,RU
,PETROPAVLOVSK-KA,UHPP,,32540,5310N,15827E,40,X,,T,,,,6,RU
,OKHA,UHSH,,32010,5331N,14253E,37,X,,T,,,,8,RU
,JUZNO-SAHALINSK,UHSS,,32150,4653N,14243E,31,X,,T,,,,6,RU
,VLADIVOSTOK,UHWW,,31960,4324N,13209E,184,X,,T,,,,6,RU
,CITA/KADALA,UIAA,,30758,5201N,11319E,685,X,,T,,,,6,RU
,BRATSK/IRKUTSK,UIBB,,,5622N,10142E,490,X,,T,,,,6,RU
,IRKUTSK,UIII,,30710,5216N,10424E,513,X,,T,,,,6,RU
,UST-ORDYNSKIJ,UIIO,,30713,5249N,10446E,525,X,,,,,,7,RU
,BODAJBO,UIKB,,30253,5751N,11412E,278,X,,,,,,7,RU
,KIRENSK,UIKK,,30230,5746N,10804E,258,X,,,,,,7,RU
,VITIM-IN-YAKUT,UIKW,,30054,5927N,11234E,193,X,,,,,,7,RU
,NIZNE-UDINSK,UINN,,29698,5452N,09901E,410,X,,,,,,7,RU
,HORINSK,UIUH,,30739,5210N,10946E,666,X,,,,,,7,RU
,ULAN-UDE/MUHINO,UIUU,,30823,5148N,10727E,515,X,,T,,,,6,RU
,MARIUPOLINTL,UKCM,,,4705N,03727E,76,X,,T,,,,8,RU
,ARHANGELSK,ULAA,,22550,6436N,04043E,19,X,,T,,,,6,RU
,AMDERMA,ULDD,,23022,6945N,06134E,49,X,,T,,,,6,RU
,KOTLAS,ULAK,,,6114N,04638E,56,Z,,,,,,8,RU
,KOTLAS,ULKK,,22887,6114N,04642E,56,X,,T,,,,6,RU
,STPETERSBURG,ULLI,,26063,5948N,03016E,4,X,,T,,,,6,RU
,MURMANSK,ULMM,,,6847N,03245E,51,X,,T,,,,6,RU
,MURMANSK,,,22113,6858N,03303E,51,,,,,,,8,RU
,VELIKIELUKI,ULOL,,26477,5622N,03036E,98,X,,T,,,,7,RU
,PSKOV,ULOO,,26258,5747N,02824E,47,X,,T,,,,6,RU
,PETROZAVODSK,ULPB,,,6153N,03409E,46,X,,T,,,,8,RU
,TALLINN,ULTT,,,5921N,02448E,44,Z,,,,,,8,RU
,BOTOVO/CHEREPOVE,ULWC,,27113,5917N,03801E,115,X,,,,,,7,RU
,TOT'MA,ULWT,,27051,5952N,04245E,134,X,,,,,,7,RU
,VOLOGDA,ULWW,,27037,5917N,03956E,131,X,,T,,,,6,RU
,KALININGRAD,UMKK,,,5453N,02036E,21,X,,T,,,,6,RU
,ABAKAN,UNAA,,,5345N,09124E,245,X,,T,,,,6,RU
,BARNAUL,UNBB,,29838,5325N,08331E,255,X,,T,,,,6,RU
,NOVOKUZNETSK,UNCE,,29846,5343N,08710E,308,X,,,,,,7,RU
,KOLPASHEVO-IN-T,UNCL,,29231,5817N,08252E,76,X,,,,,,7,RU
,KEMEROVO,UNEE,,,5516N,08605E,260,X,,T,,,,6,RU
,JENISEJSK,UNII,,29263,5827N,09209E,78,X,,,,,,7,RU
,ABAKAN,UNKA,,29865,5345N,09124E,245,X,,,,,,7,RU
,VANAVARA,UNKI,,24908,6019N,10216E,260,X,,,,,,7,RU
,KRASNOJARSK,UNKK,,29574,5600N,09252E,277,X,,,,,,7,RU
,KRASNOYARSK,UNKL,KJA,29570,5610N,09229E,276,X,,T,,,,6,RU
,PODKAMENNAYATU,UNKT,,23884,6136N,09000E,63,X,,,,,,7,RU
,NOVOSIBIRSK/TOLM,UNNN,,29634,5505N,08259E,177,X,,,,,,7,RU
,TOLMACHEVO,UNNT,,,5501N,08238E,111,X,,T,,,,8,RU
,TSENTRALNY/OMSK,UNOO,OMS,,5458N,07319E,95,X,,T,,,,8,RU
,PLOTNIKOVO/TOMSK,UNTT,,,5623N,08513E,182,X,,,,,,7,RU
,NOVOKUZNETSK,UNWW,,,5349N,08653E,308,X,,T,,,,6,RU
,KHATANGA,UOHH,,20891,7159N,10230E,33,X,,T,,,,6,RU
,IGARKA,UOII,,23274,6726N,08637E,31,X,,T,,,,6,RU
,ALYKEL,UOOO,,,6919N,08720E,175,X,,T,,,,6,RU
,ANAPA/VITIAZEVO,URKA,,,4500N,03721E,53,X,,T,,,,8,RU
,KRASNODAR,URKK,,34929,4502N,03909E,34,X,,T,,,,6,RU
,MAYKOP,URKM,,,4441N,04002E,558,X,,T,,,,6,RU
,UYTASH,URML,MCX,,4249N,04739E,4,X,,T,,,,6,RU
,MINERALYNEVODY,URMM,,37054,4413N,04306E,314,X,,T,,,,6,RU
,NALCHIK,URMN,NAL,,4331N,04338E,445,X,,T,,,,6,RU
,BESLAN,URMO,,,4312N,04436E,510,X,,T,,,,6,RU
,STAVROPOL/SHPAKO,URMT,,,4507N,04207E,453,X,,T,,,,6,RU
,ROSTOV-ON-DON,URRR,,34731,4715N,03949E,77,X,,T,,,,6,RU
,SOTCHI,URSS,,37171,4327N,03957E,16,X,,T,,,,6,RU
,ASTRAKHAN,URWA,ASF,34880,4617N,04801E,-20,X,,T,,,,6,RU
,ELISTA,URWI,,34861,4622N,04420E,150,X,,T,,,,6,RU
,VOLGOGRAD/GUMRAK,URWW,,34560,4847N,04420E,147,X,,T,,,,6,RU
,CHELYABINSK-BALA,USCC,,,5518N,06130E,234,X,,T,,,,6,RU
,MAGNITOGORSK,USCM,,,5324N,05845E,435,X,,T,,,,8,RU
,SALEKHARD,USDD,,23330,6635N,06637E,67,X,,T,,,,6,RU
,KHANTY-MANSIYSK,USHH,,23933,6102N,06905E,23,X,,T,,,,7,RU
,NADYM,USMM,,,6529N,07242E,15,X,,T,,,,8,RU
,NOVYIURENGOI,USMU,,23358,6604N,07631E,59,X,,T,,,,7,RU
,PERM/BOLSHOESAV,USPP,,,5755N,05601E,123,X,,T,,,,6,RU
,SURGUT,USRR,,23849,6120N,07325E,44,X,,T,,,,6,RU
,NIZHNEVARTOVSK,USNN,,,6057N,07629E,54,X,,T,,,,8,RU
,RADUZHNY,USNR,RAT,,6209N,07720E,76,X,,T,,,,6,RU
,RUSSKINSKAJA,USRK,KGP,23748,6211N,07432E,68,X,,T,,,,6,RU
,IVDEL-IN-SVERDL,USSI,,23921,6040N,06025E,101,X,,,,,,7,RU
,EKATERINBURG,USSS,,,5645N,06049E,233,X,,T,,,,6,RU
,EKATERINBURG,,,28440,5650N,06038E,280,X,,,,,,6,RU
,ROSCHINO,USTR,TJM,,5710N,06519E,115,X,,T,,,,6,RU
,IVANOVOSOUTH,UUBI,,,5656N,04057E,125,X,,T,,,,8,RU
